Category,City,Country/Region,Customer ID,Customer Name,Manufacturer,Order Date,Order ID,Postal Code,Product Name,Region,Segment,Segments Abbrev,Selected Year,Ship Date,Ship Mode,State/Province,Sub-Category,Discount,Profit,Profit CY,Profit PY,Quantity,Sales,Sales CY,Sales PY,Year
Office Supplies,Danville,United States,NL-18310,Nancy Lomonaco,Other,11/2/2022,US-2022-163790,94526,Nontoxic Chalk,West,Home Office,HO,TRUE,11/4/2022,Second Class,California,Art,0,$0.00K,$0.0K,,5,$0.0K,$0.0K,,2022
Office Supplies,Los Angeles,United States,MO-17800,Meg O'Connel,Xerox,9/17/2020,US-2020-133025,90036,Xerox 216,West,Home Office,HO,FALSE,9/19/2020,Second Class,California,Paper,0,$0.02K,,,5,$0.0K,,,2020
Office Supplies,Seattle,United States,TW-21025,Tamara Willingham,Xerox,12/1/2020,US-2020-137113,98105,Xerox 219,West,Home Office,HO,FALSE,12/5/2020,Second Class,Washington,Paper,0,$0.02K,,,5,$0.0K,,,2020
Office Supplies,Seattle,United States,TW-21025,Tamara Willingham,Xerox,12/1/2020,US-2020-137113,98105,"Xerox Color Copier Paper, 11"" x 17"", Ream",West,Home Office,HO,FALSE,12/5/2020,Second Class,Washington,Paper,0,$0.05K,,,5,$0.1K,,,2020
Office Supplies,Los Angeles,United States,RB-19465,Rick Bensley,SAFCO,12/16/2022,US-2022-161578,90036,"Safco Wire Cube Shelving System, For Use as 4 or 5 14"" Cubes, Black",West,Home Office,HO,TRUE,12/21/2022,Second Class,California,Storage,0,$0.01K,$0.0K,,5,$0.2K,$0.2K,,2022
Office Supplies,San Francisco,United States,NK-18490,Neil Knudson,Array,9/24/2022,US-2022-130148,94110,Array Memo Cubes,West,Home Office,HO,TRUE,9/28/2022,Second Class,California,Paper,0,$0.02K,$0.0K,,6,$0.0K,$0.0K,,2022
Office Supplies,North Las Vegas,United States,DP-13390,Dennis Pardue,Xerox,10/21/2021,US-2021-138478,89031,Xerox 193,West,Home Office,HO,FALSE,10/26/2021,Second Class,Nevada,Paper,0,$0.02K,,$0.0K,6,$0.0K,,$0.0K,2021
Office Supplies,Albuquerque,United States,BF-11215,Benjamin Farhat,Xerox,3/13/2022,US-2022-106859,87105,Xerox 1885,West,Home Office,HO,TRUE,3/18/2022,Second Class,New Mexico,Paper,0,$0.14K,$0.1K,,6,$0.3K,$0.3K,,2022
Office Supplies,Danville,United States,NL-18310,Nancy Lomonaco,Other,11/2/2022,US-2022-163790,94526,"White Business Envelopes with Contemporary Seam, Recycled White Business Envelopes",West,Home Office,HO,TRUE,11/4/2022,Second Class,California,Envelopes,0,$0.04K,$0.0K,,7,$0.1K,$0.1K,,2022
Office Supplies,Albuquerque,United States,BF-11215,Benjamin Farhat,Xerox,3/13/2022,US-2022-106859,87105,Xerox 230,West,Home Office,HO,TRUE,3/18/2022,Second Class,New Mexico,Paper,0,$0.02K,$0.0K,,7,$0.0K,$0.0K,,2022
Office Supplies,Danville,United States,NL-18310,Nancy Lomonaco,Space Solutions,11/2/2022,US-2022-163790,94526,Space Solutions Commercial Steel Shelving,West,Home Office,HO,TRUE,11/4/2022,Second Class,California,Storage,0,$0.02K,$0.0K,,7,$0.5K,$0.5K,,2022
Office Supplies,Los Angeles,United States,DE-13255,Deanra Eno,Tennsco,4/18/2020,US-2020-142601,90004,"Tennsco Stur-D-Stor Boltless Shelving, 5 Shelves, 24"" Deep, Sand",West,Home Office,HO,FALSE,4/20/2020,Second Class,California,Storage,0,$0.01K,,,7,$0.9K,,,2020
Office Supplies,Albuquerque,United States,BF-11215,Benjamin Farhat,Other,3/13/2022,US-2022-106859,87105,"SimpliFile Personal File, Black Granite, 15w x 6-15/16d x 11-1/4h",West,Home Office,HO,TRUE,3/18/2022,Second Class,New Mexico,Storage,0,$0.03K,$0.0K,,8,$0.1K,$0.1K,,2022
Office Supplies,Los Angeles,United States,CS-12400,Christopher Schild,Eldon,10/2/2020,US-2020-119312,90045,Eldon ProFile File 'N Store Portable File Tub Letter/Legal Size Black,West,Home Office,HO,FALSE,10/7/2020,Second Class,California,Storage,0,$0.08K,,,14,$0.3K,,,2020
Office Supplies,Lancaster,United States,VM-21685,Valerie Mitchum,Other,9/8/2021,US-2021-113516,93534,"Square Ring Data Binders, Rigid 75 Pt. Covers, 11"" x 14-7/8""",West,Home Office,HO,FALSE,9/10/2021,Second Class,California,Binders,0.2,$0.01K,,$0.0K,2,$0.0K,,$0.0K,2021
Office Supplies,San Diego,United States,JP-16135,Julie Prescott,Avery,7/4/2020,US-2020-152513,92024,Avery Premier Heavy-Duty Binder with Round Locking Rings,West,Home Office,HO,FALSE,7/8/2020,Second Class,California,Binders,0.2,$0.01K,,,2,$0.0K,,,2020
Office Supplies,San Francisco,United States,CC-12430,Chuck Clark,Cardinal,9/19/2021,US-2021-114888,94109,Cardinal Holdit Business Card Pockets,West,Home Office,HO,FALSE,9/24/2021,Second Class,California,Binders,0.2,$0.00K,,$0.0K,3,$0.0K,,$0.0K,2021
Office Supplies,North Las Vegas,United States,DP-13390,Dennis Pardue,Ibico,10/21/2021,US-2021-138478,89031,Ibico EPK-21 Electric Binding System,West,Home Office,HO,FALSE,10/26/2021,Second Class,Nevada,Binders,0.2,$1.64K,,$1.6K,3,$4.5K,,$4.5K,2021
Office Supplies,Lancaster,United States,VM-21685,Valerie Mitchum,Other,9/8/2021,US-2021-113516,93534,Premium Transparent Presentation Covers by GBC,West,Home Office,HO,FALSE,9/10/2021,Second Class,California,Binders,0.2,$0.02K,,$0.0K,4,$0.1K,,$0.1K,2021
Office Supplies,Seattle,United States,ED-13885,Emily Ducich,Wilson Jones,12/22/2021,US-2021-149916,98115,Wilson Jones International Size A4 Ring Binders,West,Home Office,HO,FALSE,12/24/2021,Second Class,Washington,Binders,0.2,$0.02K,,$0.0K,4,$0.1K,,$0.1K,2021
Office Supplies,Los Angeles,United States,MH-17290,Marc Harrigan,GBC,9/2/2022,US-2022-169327,90008,"GBC Velobind Prepunched Cover Sets, Regency Series",West,Home Office,HO,TRUE,9/4/2022,Second Class,California,Binders,0.2,$0.05K,$0.0K,,5,$0.1K,$0.1K,,2022
Office Supplies,Danville,United States,NL-18310,Nancy Lomonaco,GBC,11/2/2022,US-2022-163790,94526,GBC Therma-A-Bind 250T Electric Binding System,West,Home Office,HO,TRUE,11/4/2022,Second Class,California,Binders,0.2,$0.21K,$0.2K,,6,$0.6K,$0.6K,,2022
Office Supplies,Richmond,United States,PA-19060,Pete Armstrong,Other,3/2/2020,US-2020-105970,47374,50 Colored Long Pencils,Central,Home Office,HO,FALSE,3/7/2020,Standard Class,Indiana,Art,0,$0.00K,,,1,$0.0K,,,2020
Office Supplies,Fargo,United States,CS-12400,Christopher Schild,Staples in misc. colors,12/28/2022,US-2022-135111,58103,Staples in misc. colors,Central,Home Office,HO,TRUE,1/2/2023,Standard Class,North Dakota,Art,0,$0.00K,$0.0K,,1,$0.0K,$0.0K,,2022
Office Supplies,Indianapolis,United States,KF-16285,Karen Ferguson,Fellowes,7/1/2022,US-2022-148362,46203,Fellowes PB200 Plastic Comb Binding Machine,Central,Home Office,HO,TRUE,7/8/2022,Standard Class,Indiana,Binders,0,$0.08K,$0.1K,,1,$0.2K,$0.2K,,2022
Office Supplies,Eagan,United States,JK-16120,Julie Kriz,Avery,8/10/2020,US-2020-130022,55122,Avery 480,Central,Home Office,HO,FALSE,8/16/2020,Standard Class,Minnesota,Labels,0,$0.00K,,,1,$0.0K,,,2020
Office Supplies,Richmond,United States,HR-14770,Hallie Redmond,Xerox,1/14/2022,US-2022-113278,47374,Xerox 188,Central,Home Office,HO,TRUE,1/20/2022,Standard Class,Indiana,Paper,0,$0.01K,$0.0K,,1,$0.0K,$0.0K,,2022
Office Supplies,Sheboygan,United States,MA-17560,Matt Abelman,Other,8/23/2021,US-2021-117793,53081,Pizazz Global Quick File,Central,Home Office,HO,FALSE,8/29/2021,Standard Class,Wisconsin,Storage,0,$0.00K,,$0.0K,1,$0.0K,,$0.0K,2021
Office Supplies,Columbus,United States,CC-12430,Chuck Clark,Eureka,12/30/2022,US-2022-126221,47201,"Eureka The Boss Plus 12-Amp Hard Box Upright Vacuum, Red",Central,Home Office,HO,TRUE,1/5/2023,Standard Class,Indiana,Appliances,0,$0.06K,$0.1K,,2,$0.2K,$0.2K,,2022
Office Supplies,Roseville,United States,PO-19180,Philisse Overcash,Hoover,11/10/2020,US-2020-121783,55113,Hoover Shoulder Vac Commercial Portable Vacuum,Central,Home Office,HO,FALSE,11/14/2020,Standard Class,Minnesota,Appliances,0,$0.18K,,,2,$0.7K,,,2020
Office Supplies,Lawrence,United States,MA-17995,Michelle Arnett,Other,11/5/2021,US-2021-165078,46226,Prismacolor Color Pencil Set,Central,Home Office,HO,FALSE,11/10/2021,Standard Class,Indiana,Art,0,$0.02K,,$0.0K,2,$0.0K,,$0.0K,2021
Office Supplies,Jackson,United States,MA-17560,Matt Abelman,Newell,12/1/2020,US-2020-110324,49201,Newell 307,Central,Home Office,HO,FALSE,12/5/2020,Standard Class,Michigan,Art,0,$0.00K,,,2,$0.0K,,,2020
Office Supplies,Muskogee,United States,JP-16135,Julie Prescott,Newell,2/20/2022,US-2022-150525,74403,Newell 351,Central,Home Office,HO,TRUE,2/25/2022,Standard Class,Oklahoma,Art,0,$0.00K,$0.0K,,2,$0.0K,$0.0K,,2022
Office Supplies,Superior,United States,EM-14140,Eugene Moren,Newell,5/30/2021,US-2021-152730,54880,Newell 333,Central,Home Office,HO,FALSE,6/4/2021,Standard Class,Wisconsin,Art,0,$0.00K,,$0.0K,2,$0.0K,,$0.0K,2021
Office Supplies,Olathe,United States,TA-21385,Tom Ashbrook,GBC,9/12/2019,US-2019-119081,66062,GBC DocuBind P100 Manual Binding Machine,Central,Home Office,HO,FALSE,9/19/2019,Standard Class,Kansas,Binders,0,$0.15K,,,2,$0.3K,,,2019
Office Supplies,Tulsa,United States,MT-18070,Michelle Tran,Other,8/11/2021,US-2021-128671,74133,"Premium Transparent Presentation Covers, No Pattern/Clear, 8 1/2"" x 11""",Central,Home Office,HO,FALSE,8/16/2021,Standard Class,Oklahoma,Binders,0,$0.04K,,$0.0K,2,$0.1K,,$0.1K,2021
Office Supplies,Tulsa,United States,RB-19465,Rick Bensley,Avery,9/7/2019,US-2019-117765,74133,Avery Recycled Flexi-View Covers for Binding Systems,Central,Home Office,HO,FALSE,9/13/2019,Standard Class,Oklahoma,Binders,0,$0.02K,,,2,$0.0K,,,2019
Office Supplies,Richmond,United States,HR-14770,Hallie Redmond,Other,1/14/2022,US-2022-113278,47374,Bagged Rubber Bands,Central,Home Office,HO,TRUE,1/20/2022,Standard Class,Indiana,Fasteners,0,$0.00K,$0.0K,,2,$0.0K,$0.0K,,2022
Office Supplies,Holland,United States,SC-20680,Steve Carroll,Xerox,7/28/2021,US-2021-143924,49423,Xerox 1889,Central,Home Office,HO,FALSE,8/3/2021,Standard Class,Michigan,Paper,0,$0.05K,,$0.1K,2,$0.1K,,$0.1K,2021
Office Supplies,Jackson,United States,MA-17560,Matt Abelman,Wirebound,12/1/2020,US-2020-110324,49201,"Wirebound Message Books, Four 2 3/4"" x 5"" Forms per Page, 600 Sets per Book",Central,Home Office,HO,FALSE,12/5/2020,Standard Class,Michigan,Paper,0,$0.01K,,,2,$0.0K,,,2020
Office Supplies,Oklahoma City,United States,CD-12790,Cynthia Delaney,Xerox,10/15/2021,US-2021-124352,73120,Xerox 1999,Central,Home Office,HO,FALSE,10/21/2021,Standard Class,Oklahoma,Paper,0,$0.01K,,$0.0K,2,$0.0K,,$0.0K,2021
Office Supplies,Columbus,United States,SZ-20035,Sam Zeldin,Other,6/12/2020,US-2020-136105,47201,Recycled Eldon Regeneration Jumbo File,Central,Home Office,HO,FALSE,6/16/2020,Standard Class,Indiana,Storage,0,$0.01K,,,2,$0.0K,,,2020
Office Supplies,Richmond,United States,HR-14770,Hallie Redmond,Staple magnet,1/14/2022,US-2022-113278,47374,Staple magnet,Central,Home Office,HO,TRUE,1/20/2022,Standard Class,Indiana,Storage,0,$0.01K,$0.0K,,2,$0.0K,$0.0K,,2022
Office Supplies,Jackson,United States,BE-11335,Bill Eplett,Fellowes,9/2/2022,US-2022-137596,49201,Fellowes High-Stak Drawer Files,Central,Home Office,HO,TRUE,9/7/2022,Standard Class,Michigan,Storage,0,$0.08K,$0.1K,,2,$0.4K,$0.4K,,2022
Office Supplies,Jackson,United States,MG-17650,Matthew Grinstein,Fellowes,12/12/2021,US-2021-139395,49201,Fellowes Desktop Hanging File Manager,Central,Home Office,HO,FALSE,12/18/2021,Standard Class,Michigan,Storage,0,$0.01K,,$0.0K,2,$0.0K,,$0.0K,2021
Office Supplies,Tulsa,United States,RB-19465,Rick Bensley,Akro,9/7/2019,US-2019-117765,74133,Akro-Mils 12-Gallon Tote,Central,Home Office,HO,FALSE,9/13/2019,Standard Class,Oklahoma,Storage,0,$0.01K,,,2,$0.0K,,,2019
Office Supplies,Muskogee,United States,JP-16135,Julie Prescott,Other,2/20/2022,US-2022-150525,74403,Disposable Triple-Filter Dust Bags,Central,Home Office,HO,TRUE,2/25/2022,Standard Class,Oklahoma,Appliances,0,$0.00K,$0.0K,,3,$0.0K,$0.0K,,2022
Office Supplies,Oklahoma City,United States,CD-12790,Cynthia Delaney,Hoover,10/15/2021,US-2021-124352,73120,Hoover Upright Vacuum With Dirt Cup,Central,Home Office,HO,FALSE,10/21/2021,Standard Class,Oklahoma,Appliances,0,$0.25K,,$0.3K,3,$0.9K,,$0.9K,2021
Office Supplies,Superior,United States,EM-14140,Eugene Moren,Acco,5/30/2021,US-2021-152730,54880,"Acco 7-Outlet Masterpiece Power Center, Wihtout Fax/Phone Line Protection",Central,Home Office,HO,FALSE,6/4/2021,Standard Class,Wisconsin,Appliances,0,$0.11K,,$0.1K,3,$0.4K,,$0.4K,2021
Office Supplies,Olathe,United States,BE-11455,Brad Eason,Panasonic,9/5/2021,US-2021-140774,66062,Panasonic KP-380BK Classic Electric Pencil Sharpener,Central,Home Office,HO,FALSE,9/10/2021,Standard Class,Kansas,Art,0,$0.03K,,$0.0K,3,$0.1K,,$0.1K,2021
Office Supplies,Eagan,United States,JK-16120,Julie Kriz,Other,8/10/2020,US-2020-130022,55122,Peel-Off China Markers,Central,Home Office,HO,FALSE,8/16/2020,Standard Class,Minnesota,Art,0,$0.01K,,,3,$0.0K,,,2020
Office Supplies,Roseville,United States,PO-19180,Philisse Overcash,GBC,11/10/2020,US-2020-121783,55113,GBC Standard Therm-A-Bind Covers,Central,Home Office,HO,FALSE,11/14/2020,Standard Class,Minnesota,Binders,0,$0.03K,,,3,$0.1K,,,2020
Office Supplies,Independence,United States,RD-19660,Robert Dilbeck,GBC,9/7/2022,US-2022-103877,64055,GBC DocuBind 300 Electric Binding Machine,Central,Home Office,HO,TRUE,9/14/2022,Standard Class,Missouri,Binders,0,$0.76K,$0.8K,,3,$1.6K,$1.6K,,2022
Office Supplies,Milwaukee,United States,CG-12040,Catherine Glotzbach,Other,11/11/2022,US-2022-143217,53209,Prestige Round Ring Binders,Central,Home Office,HO,TRUE,11/17/2022,Standard Class,Wisconsin,Binders,0,$0.01K,$0.0K,,3,$0.0K,$0.0K,,2022
Office Supplies,Sheboygan,United States,MA-17560,Matt Abelman,Avery,8/23/2021,US-2021-117793,53081,Avery 515,Central,Home Office,HO,FALSE,8/29/2021,Standard Class,Wisconsin,Labels,0,$0.02K,,$0.0K,3,$0.0K,,$0.0K,2021
Office Supplies,Marion,United States,ML-17755,Max Ludwig,Easy-staple paper,4/6/2022,US-2022-107265,52302,Easy-staple paper,Central,Home Office,HO,TRUE,4/12/2022,Standard Class,Iowa,Paper,0,$0.05K,$0.0K,,3,$0.1K,$0.1K,,2022
Office Supplies,Jackson,United States,MA-17560,Matt Abelman,Xerox,12/1/2020,US-2020-110324,49201,Xerox 207,Central,Home Office,HO,FALSE,12/5/2020,Standard Class,Michigan,Paper,0,$0.01K,,,3,$0.0K,,,2020
Office Supplies,Roseville,United States,PO-19180,Philisse Overcash,Tennsco,11/10/2020,US-2020-121783,55113,Tennsco 6- and 18-Compartment Lockers,Central,Home Office,HO,FALSE,11/14/2020,Standard Class,Minnesota,Storage,0,$0.14K,,,3,$0.8K,,,2020
Office Supplies,Olathe,United States,TA-21385,Tom Ashbrook,Other,9/12/2019,US-2019-119081,66062,Compact Automatic Electric Letter Opener,Central,Home Office,HO,FALSE,9/19/2019,Standard Class,Kansas,Supplies,0,$0.01K,,,3,$0.4K,,,2019
Office Supplies,Milwaukee,United States,MG-17650,Matthew Grinstein,Acme,8/28/2022,US-2022-169502,53209,Acme Stainless Steel Office Snips,Central,Home Office,HO,TRUE,9/1/2022,Standard Class,Wisconsin,Supplies,0,$0.01K,$0.0K,,3,$0.0K,$0.0K,,2022
Office Supplies,Tulsa,United States,PS-18970,Paul Stevenson,Dixon,10/22/2022,US-2022-111920,74133,Dixon Ticonderoga Core-Lock Colored Pencils,Central,Home Office,HO,TRUE,10/26/2022,Standard Class,Oklahoma,Art,0,$0.01K,$0.0K,,4,$0.0K,$0.0K,,2022
Office Supplies,Superior,United States,BT-11305,Beth Thompson,Newell,12/22/2020,US-2020-153612,54880,Newell 336,Central,Home Office,HO,FALSE,12/27/2020,Standard Class,Wisconsin,Art,0,$0.00K,,,4,$0.0K,,,2020
Office Supplies,Bloomington,United States,SR-20740,Steven Roelle,Wilson Jones,11/16/2019,US-2019-147704,47401,Wilson Jones Active Use Binders,Central,Home Office,HO,FALSE,11/21/2019,Standard Class,Indiana,Binders,0,$0.01K,,,4,$0.0K,,,2019
Office Supplies,Dubuque,United States,DE-13255,Deanra Eno,Acco,9/24/2020,US-2020-153381,52001,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Executive Red",Central,Home Office,HO,FALSE,9/28/2020,Standard Class,Iowa,Binders,0,$0.01K,,,4,$0.0K,,,2020
Office Supplies,Jackson,United States,MH-18115,Mick Hernandez,Avery,1/21/2022,US-2022-127026,49201,"Avery Flip-Chart Easel Binder, Black",Central,Home Office,HO,TRUE,1/27/2022,Standard Class,Michigan,Binders,0,$0.04K,$0.0K,,4,$0.1K,$0.1K,,2022
Office Supplies,Oklahoma City,United States,CD-12790,Cynthia Delaney,Ibico,10/15/2021,US-2021-124352,73120,Ibico Plastic Spiral Binding Combs,Central,Home Office,HO,FALSE,10/21/2021,Standard Class,Oklahoma,Binders,0,$0.06K,,$0.1K,4,$0.1K,,$0.1K,2021
Office Supplies,Eagan,United States,JK-16120,Julie Kriz,Avery,8/10/2020,US-2020-130022,55122,Avery 489,Central,Home Office,HO,FALSE,8/16/2020,Standard Class,Minnesota,Labels,0,$0.02K,,,4,$0.0K,,,2020
Office Supplies,Sheboygan,United States,MA-17560,Matt Abelman,Other,8/23/2021,US-2021-117793,53081,"Permanent Self-Adhesive File Folder Labels for Typewriters, 1 1/8 x 3 1/2, White",Central,Home Office,HO,FALSE,8/29/2021,Standard Class,Wisconsin,Labels,0,$0.01K,,$0.0K,4,$0.0K,,$0.0K,2021
Office Supplies,Columbus,United States,VF-21715,Vicky Freymann,Wirebound,12/17/2022,US-2022-107342,47201,"Wirebound Message Books, 2 7/8"" x 5"", 3 Forms per Page",Central,Home Office,HO,TRUE,12/22/2022,Standard Class,Indiana,Paper,0,$0.01K,$0.0K,,4,$0.0K,$0.0K,,2022
Office Supplies,Indianapolis,United States,KF-16285,Karen Ferguson,Xerox,7/1/2022,US-2022-148362,46203,Xerox 226,Central,Home Office,HO,TRUE,7/8/2022,Standard Class,Indiana,Paper,0,$0.01K,$0.0K,,4,$0.0K,$0.0K,,2022
Office Supplies,Indianapolis,United States,KF-16285,Karen Ferguson,Carina,7/1/2022,US-2022-148362,46203,"Carina Mini System Audio Rack, Model AR050B",Central,Home Office,HO,TRUE,7/8/2022,Standard Class,Indiana,Storage,0,$0.01K,$0.0K,,4,$0.4K,$0.4K,,2022
Office Supplies,Oklahoma City,United States,AW-10930,Arthur Wiediger,Tennsco,11/18/2021,US-2021-136812,73120,"Tennsco Snap-Together Open Shelving Units, Starter Sets and Add-On Units",Central,Home Office,HO,FALSE,11/23/2021,Standard Class,Oklahoma,Storage,0,$0.06K,,$0.1K,4,$1.1K,,$1.1K,2021
Office Supplies,Superior,United States,EM-14140,Eugene Moren,Eldon,5/30/2021,US-2021-152730,54880,Eldon Simplefile Box Office,Central,Home Office,HO,FALSE,6/4/2021,Standard Class,Wisconsin,Storage,0,$0.01K,,$0.0K,4,$0.0K,,$0.0K,2021
Office Supplies,Jackson,United States,HP-14815,Harold Pawlan,Acme,10/31/2020,US-2020-122259,49201,"Acme 10"" Easy Grip Assistive Scissors",Central,Home Office,HO,FALSE,11/4/2020,Standard Class,Michigan,Supplies,0,$0.02K,,,4,$0.1K,,,2020
Office Supplies,Milwaukee,United States,MG-17650,Matthew Grinstein,Acco,8/28/2022,US-2022-169502,53209,Acco 6 Outlet Guardian Premium Plus Surge Suppressor,Central,Home Office,HO,TRUE,9/1/2022,Standard Class,Wisconsin,Appliances,0,$0.03K,$0.0K,,5,$0.1K,$0.1K,,2022
Office Supplies,Jackson,United States,MG-17650,Matthew Grinstein,Newell,12/12/2021,US-2021-139395,49201,Newell 333,Central,Home Office,HO,FALSE,12/18/2021,Standard Class,Michigan,Art,0,$0.00K,,$0.0K,5,$0.0K,,$0.0K,2021
Office Supplies,Superior,United States,EM-14140,Eugene Moren,Newell,5/30/2021,US-2021-152730,54880,Newell 343,Central,Home Office,HO,FALSE,6/4/2021,Standard Class,Wisconsin,Art,0,$0.00K,,$0.0K,5,$0.0K,,$0.0K,2021
Office Supplies,Lawrence,United States,MA-17995,Michelle Arnett,Other,11/5/2021,US-2021-165078,46226,Premium Transparent Presentation Covers by GBC,Central,Home Office,HO,FALSE,11/10/2021,Standard Class,Indiana,Binders,0,$0.05K,,$0.1K,5,$0.1K,,$0.1K,2021
Office Supplies,Jackson,United States,MH-18115,Mick Hernandez,Avery,1/21/2022,US-2022-127026,49201,Avery Durable Binders,Central,Home Office,HO,TRUE,1/27/2022,Standard Class,Michigan,Binders,0,$0.01K,$0.0K,,5,$0.0K,$0.0K,,2022
Office Supplies,Sterling Heights,United States,VP-21730,Victor Preis,Other,7/5/2020,US-2020-130610,48310,Durable Pressboard Binders,Central,Home Office,HO,FALSE,7/10/2020,Standard Class,Michigan,Binders,0,$0.01K,,,5,$0.0K,,,2020
Office Supplies,Fargo,United States,CS-12400,Christopher Schild,Wilson Jones,12/28/2022,US-2022-135111,58103,Wilson Jones Impact Binders,Central,Home Office,HO,TRUE,1/2/2023,Standard Class,North Dakota,Binders,0,$0.01K,$0.0K,,5,$0.0K,$0.0K,,2022
Office Supplies,Bloomington,United States,SR-20740,Steven Roelle,Other,11/16/2019,US-2019-147704,47401,"#10 White Business Envelopes,4 1/8 x 9 1/2",Central,Home Office,HO,FALSE,11/21/2019,Standard Class,Indiana,Envelopes,0,$0.04K,,,5,$0.1K,,,2019
Office Supplies,Omaha,United States,JO-15550,Jesus Ocampo,Other,5/29/2022,US-2022-144568,68104,Plymouth Boxed Rubber Bands by Plymouth,Central,Home Office,HO,TRUE,6/2/2022,Standard Class,Nebraska,Fasteners,0,$0.00K,$0.0K,,5,$0.0K,$0.0K,,2022
Office Supplies,Omaha,United States,SW-20350,Sean Wendt,Advantus,4/17/2021,US-2021-133508,68104,"Advantus Push Pins, Aluminum Head",Central,Home Office,HO,FALSE,4/21/2021,Standard Class,Nebraska,Fasteners,0,$0.01K,,$0.0K,5,$0.0K,,$0.0K,2021
Office Supplies,Lawrence,United States,MA-17995,Michelle Arnett,Avery,11/5/2021,US-2021-165078,46226,Avery 503,Central,Home Office,HO,FALSE,11/10/2021,Standard Class,Indiana,Labels,0,$0.02K,,$0.0K,5,$0.1K,,$0.1K,2021
Office Supplies,Tulsa,United States,MT-18070,Michelle Tran,Xerox,8/11/2021,US-2021-128671,74133,Xerox 202,Central,Home Office,HO,FALSE,8/16/2021,Standard Class,Oklahoma,Paper,0,$0.02K,,$0.0K,5,$0.0K,,$0.0K,2021
Office Supplies,Bloomington,United States,SR-20740,Steven Roelle,Other,11/16/2019,US-2019-147704,47401,"File Shuttle II and Handi-File, Black",Central,Home Office,HO,FALSE,11/21/2019,Standard Class,Indiana,Storage,0,$0.04K,,,5,$0.2K,,,2019
Office Supplies,Richmond,United States,HR-14770,Hallie Redmond,Tenex,1/14/2022,US-2022-113278,47374,"Tenex Personal Project File with Scoop Front Design, Black",Central,Home Office,HO,TRUE,1/20/2022,Standard Class,Indiana,Storage,0,$0.02K,$0.0K,,5,$0.1K,$0.1K,,2022
Office Supplies,Richmond,United States,PA-19060,Pete Armstrong,Other,3/2/2020,US-2020-105970,47374,Brown Kraft Recycled Envelopes,Central,Home Office,HO,FALSE,3/7/2020,Standard Class,Indiana,Envelopes,0,$0.05K,,,6,$0.1K,,,2020
Office Supplies,Oklahoma City,United States,CD-12790,Cynthia Delaney,Avery,10/15/2021,US-2021-124352,73120,Avery 508,Central,Home Office,HO,FALSE,10/21/2021,Standard Class,Oklahoma,Labels,0,$0.01K,,$0.0K,6,$0.0K,,$0.0K,2021
Office Supplies,Bloomington,United States,SR-20740,Steven Roelle,Xerox,11/16/2019,US-2019-147704,47401,Xerox 1954,Central,Home Office,HO,FALSE,11/21/2019,Standard Class,Indiana,Paper,0,$0.01K,,,6,$0.0K,,,2019
Office Supplies,Superior,United States,EM-14140,Eugene Moren,Xerox,5/30/2021,US-2021-152730,54880,Xerox 1915,Central,Home Office,HO,FALSE,6/4/2021,Standard Class,Wisconsin,Paper,0,$0.30K,,$0.3K,6,$0.6K,,$0.6K,2021
Office Supplies,Tulsa,United States,MT-18070,Michelle Tran,Avery,8/11/2021,US-2021-128671,74133,Avery Hanging File Binders,Central,Home Office,HO,FALSE,8/16/2021,Standard Class,Oklahoma,Binders,0,$0.02K,,$0.0K,7,$0.0K,,$0.0K,2021
Office Supplies,Holland,United States,SC-20680,Steve Carroll,Other,7/28/2021,US-2021-143924,49423,Staples,Central,Home Office,HO,FALSE,8/3/2021,Standard Class,Michigan,Fasteners,0,$0.01K,,$0.0K,7,$0.0K,,$0.0K,2021
Office Supplies,Oklahoma City,United States,CD-12790,Cynthia Delaney,Avery,10/15/2021,US-2021-124352,73120,Avery 49,Central,Home Office,HO,FALSE,10/21/2021,Standard Class,Oklahoma,Labels,0,$0.01K,,$0.0K,7,$0.0K,,$0.0K,2021
Office Supplies,Superior,United States,EM-14140,Eugene Moren,Xerox,5/30/2021,US-2021-152730,54880,Xerox 217,Central,Home Office,HO,FALSE,6/4/2021,Standard Class,Wisconsin,Paper,0,$0.02K,,$0.0K,7,$0.0K,,$0.0K,2021
Office Supplies,Milwaukee,United States,PV-18985,Paul Van Hugh,Belkin,2/22/2021,US-2021-119025,53209,Belkin 5 Outlet SurgeMaster Power Centers,Central,Home Office,HO,FALSE,2/28/2021,Standard Class,Wisconsin,Appliances,0,$0.14K,,$0.1K,9,$0.5K,,$0.5K,2021
Office Supplies,Dallas,United States,LS-16975,Lindsay Shagiari,Staple envelope,10/15/2020,US-2020-118766,75217,Staple envelope,Central,Home Office,HO,FALSE,10/22/2020,Standard Class,Texas,Envelopes,0.2,$0.00K,,,1,$0.0K,,,2020
Office Supplies,Houston,United States,BE-11335,Bill Eplett,Other,7/25/2021,US-2021-128307,77041,Quality Park Security Envelopes,Central,Home Office,HO,FALSE,7/29/2021,Standard Class,Texas,Envelopes,0.2,$0.01K,,$0.0K,1,$0.0K,,$0.0K,2021
